shares,category,weekday,num_videos,num_imgs,num_keywords,n_tokens_title,n_tokens_content,kwshares_avg
2300,business,tuesday,0,1,6,9,193,3173.2263
671,world,tuesday,0,2,6,9,311,2200.7019
829,business,wednesday,0,1,5,9,334,2092.825
1400,business,wednesday,0,1,9,11,404,2052.3235
993,world,wednesday,0,1,3,11,854,2784.7434
139500,business,wednesday,1,0,5,12,110,2817.832
2500,world,wednesday,1,20,6,13,444,12961.327
11800,tech,wednesday,1,1,8,9,360,2104.6545
1400,tech,wednesday,0,2,6,10,351,2514.6948
998,world,wednesday,0,1,10,9,1193,1811.5822
6400,entertainment,wednesday,1,0,9,11,145,2877.1938
1100,entertainment,wednesday,1,0,5,11,143,3096.0518
921,business,wednesday,0,1,6,11,179,2569.0552
744,world,wednesday,1,12,8,12,485,4344.5034
1100,business,wednesday,0,1,5,11,418,2311.2942
1300,tech,wednesday,0,0,10,14,141,2247.5818
2200,socialmedia,wednesday,0,1,8,10,277,2615.0989
719,business,wednesday,0,1,4,9,180,2333.5623
1200,lifestyle,wednesday,0,1,6,7,731,4317.7275
4800,world,wednesday,0,13,8,9,405,4478.3921
1600,world,wednesday,0,18,7,9,742,4855.8618
2600,business,wednesday,1,1,10,11,279,2314.9858
8300,tech,wednesday,0,2,6,12,183,2836.7734
7700,world,wednesday,1,15,9,9,230,5161.6787
10400,entertainment,wednesday,3,2,10,12,1746,2768.1047
2100,world,wednesday,1,0,5,12,122,4308.4116
2000,business,wednesday,0,1,8,11,826,3641.7456
1800,tech,wednesday,0,1,7,9,259,2350.2715
40000,world,wednesday,1,16,8,13,164,4409.7974
1700,business,wednesday,0,1,4,9,393,3766.8479
2900,business,wednesday,0,2,5,11,388,3572.3271
5000,socialmedia,wednesday,12,2,7,7,1250,2828.9241
2500,socialmedia,wednesday,0,1,9,10,670,3550.9509
1200,lifestyle,wednesday,2,0,10,11,169,4551.2656
3000,entertainment,wednesday,0,2,3,11,112,3571.2122
7900,business,wednesday,0,2,4,8,573,2690.8535
1900,world,wednesday,1,1,9,8,217,2024.4908
1100,world,wednesday,0,0,10,11,337,2557.1208
4000,world,wednesday,1,1,8,14,453,2047.308
1400,socialmedia,wednesday,3,15,7,12,1173,2287.2676
1100,lifestyle,wednesday,0,1,4,9,404,3662.3105
2900,entertainment,wednesday,0,51,4,10,1993,2918.4927
740,world,wednesday,1,1,4,13,866,2998.427
1400,business,wednesday,0,14,10,9,1158,3284.8213
1800,tech,wednesday,9,1,7,10,916,2633.7041
873,lifestyle,wednesday,1,1,10,8,322,3963.3992
730,entertainment,wednesday,3,0,10,17,458,3379.1941
1200,business,wednesday,0,1,5,10,424,2529.6162
1100,socialmedia,wednesday,12,1,10,10,558,3145.9236
4200,world,wednesday,0,6,9,9,195,5005.4102
1300,world,wednesday,0,1,7,10,897,1716.4673
2400,world,wednesday,0,1,6,10,339,3546.6018
1000,business,wednesday,0,1,3,8,215,2893.9019
100300,world,wednesday,5,0,8,12,173,4501.3218
1600,business,wednesday,0,1,6,11,402,3018.6763
802,world,thursday,0,1,3,11,742,2787.6165
1000,entertainment,thursday,0,16,5,10,412,3568.3967
1200,tech,thursday,0,1,6,12,457,2279.5266
767,business,thursday,0,2,4,10,225,2585.1096
1400,world,thursday,0,14,6,10,641,2003.0051
1500,socialmedia,thursday,9,18,6,7,328,2827.8376
1600,socialmedia,thursday,0,1,3,9,754,3395.4358
844,tech,thursday,0,0,9,10,370,2713.3267
1800,business,thursday,1,1,5,12,781,3366.6011
741,tech,thursday,0,2,7,13,473,2522.739
2900,business,thursday,0,3,4,12,320,2548.5281
2100,world,thursday,0,4,10,9,1051,3003.0947
911,entertainment,thursday,0,1,10,12,276,3832.9207
5700,socialmedia,thursday,0,2,6,12,365,2839.4629
673,world,thursday,0,1,6,12,383,2193.8887
995,world,thursday,0,1,3,10,483,2787.6165
877,world,thursday,9,1,7,9,354,1832.2095
1300,world,thursday,0,1,4,7,408,2881.6829
19000,world,thursday,1,21,8,11,303,3730.9922
901,business,thursday,1,1,6,14,214,3114.9902
832,world,thursday,2,0,8,12,163,3791.2214
6400,tech,thursday,0,18,10,11,1249,2326.4141
2600,tech,thursday,0,10,10,10,1428,3145.7156
5100,tech,thursday,1,1,8,13,384,2664.3235
895,tech,thursday,0,1,5,11,194,3140.2231
6900,tech,thursday,0,0,10,13,236,3445.5806
1100,lifestyle,thursday,0,1,7,9,543,3813.8101
5700,tech,thursday,2,15,6,11,1030,3307.3916
1200,entertainment,thursday,0,1,5,14,197,2260.593
2900,entertainment,thursday,1,14,9,6,865,2499.6643
3200,world,thursday,0,1,9,10,669,2346.6052
2400,tech,thursday,1,1,7,11,1189,2310.2627
3600,world,thursday,0,1,9,9,571,4683.0811
2100,entertainment,thursday,0,51,5,7,1896,6057.5244
809,world,thursday,0,0,10,9,331,1829.2811
5600,tech,thursday,0,2,8,8,439,3503.4358
1400,world,thursday,1,9,8,11,198,7020.1118
1300,socialmedia,thursday,0,12,8,11,1274,3909.5684
63100,world,thursday,21,0,8,14,361,3590.4832
3200,entertainment,thursday,0,1,6,10,172,3457.7646
1200,tech,thursday,0,1,5,7,144,2322.1152
13600,world,thursday,1,6,8,10,229,4258.73
3400,lifestyle,thursday,0,0,8,11,266,2266.261
1800,world,thursday,1,21,8,10,316,4770.2905
769,entertainment,thursday,0,2,10,10,793,2623.5459
1500,tech,thursday,0,0,10,9,269,2845.801
1400,business,thursday,0,1,5,9,419,2466.9165
1000,business,thursday,0,1,6,10,441,3201.2002
1100,tech,thursday,0,0,8,14,132,3369.8408
2900,tech,thursday,0,1,5,8,354,3508.9639
7800,socialmedia,thursday,0,2,5,8,145,3808.5173
1100,world,thursday,1,8,8,9,213,4407.5986
879,world,thursday,0,6,8,14,340,5944.0391
783,entertainment,thursday,0,11,7,12,741,2427.3733
22,world,thursday,0,0,3,9,106,5130.8828
2500,entertainment,thursday,0,1,8,9,539,2544.7849
3800,entertainment,thursday,0,2,10,8,241,2960.1318
2200,business,thursday,0,2,8,9,887,3346.3481
4100,entertainment,friday,0,15,10,9,323,5171.8638
1200,business,friday,0,1,6,12,355,3210.6145
2500,tech,friday,1,4,10,11,644,3328.8743
678,world,friday,0,1,8,10,415,2411.699
8400,socialmedia,friday,1,1,1,9,394,3396.9331
2400,entertainment,friday,2,0,6,7,384,3470.885
3600,business,friday,0,1,5,9,330,2684.7346
2200,business,friday,0,13,10,11,1390,3255.9954
2200,tech,friday,0,1,8,10,503,3456.3809
724,business,friday,0,1,3,9,335,2926.4912
1200,lifestyle,friday,1,2,5,9,353,3764.2109
8000,tech,friday,0,0,7,14,122,2660.5479
1400,socialmedia,friday,2,0,10,6,176,3789.7117
4300,tech,friday,1,1,7,11,863,3289.5273
967,entertainment,friday,0,16,9,9,701,2877.011
3200,tech,friday,0,2,5,6,252,3091.2173
3100,world,friday,0,1,7,12,330,2363.3289
6200,business,friday,0,1,7,9,204,2643.3499
5200,world,friday,0,13,10,9,196,4643.5239
2500,business,friday,0,1,5,8,798,3104.4863
5300,world,friday,0,7,10,10,335,6145.8574
885,entertainment,friday,0,2,4,12,580,6356.4331
1000,world,friday,1,0,10,7,142,3365.5764
899,tech,friday,0,21,6,7,417,2518.4622
7900,entertainment,friday,1,11,9,8,437,4313.8252
1800,world,friday,20,10,9,11,683,5624.8672
1100,entertainment,friday,1,1,10,9,694,4196.3223
1100,business,friday,0,1,5,9,312,3074.281
925,world,friday,0,1,9,11,1175,2159.3801
1000,world,friday,1,1,9,10,991,2044.823
701,world,friday,0,2,8,11,1110,2319.7083
725,world,friday,0,1,7,11,610,2250.1362
2200,lifestyle,friday,0,5,9,9,1034,4283.0015
2500,world,friday,1,15,7,12,804,3897.3909
1300,tech,friday,2,1,10,8,581,2492.907
2400,entertainment,friday,0,1,5,11,397,5598.876
1100,business,friday,0,1,4,12,678,2571.0232
767,world,friday,0,1,6,12,415,2414.2661
812,world,friday,0,2,8,9,171,1968.8693
1400,entertainment,friday,0,51,4,13,1868,2917.9634
15200,world,friday,1,2,6,9,94,3422.2959
1100,world,friday,0,1,8,14,741,2295.4678
1700,entertainment,friday,1,33,6,9,1442,3123.605
2700,tech,friday,0,18,5,11,852,2442.6948
1100,world,friday,0,7,6,14,358,1888.1926
1300,world,friday,1,10,9,10,148,4303.0859
905,lifestyle,friday,1,1,6,8,337,3670.8013
939,business,friday,0,1,3,14,436,3246.5137
1100,world,friday,0,1,5,11,1082,2424.9036
915,world,friday,1,0,8,6,187,2384.5107
2700,world,saturday,21,0,6,11,355,5291.6514
831,world,saturday,0,1,9,7,233,2055.071
1900,entertainment,saturday,0,8,7,7,896,3252.3408
7600,world,saturday,0,15,6,8,322,3694.4104
853,world,saturday,0,10,10,10,804,6673.3271
2500,world,saturday,1,15,9,12,299,3757.0779
3000,business,saturday,0,1,4,9,154,3029.823
6000,world,saturday,1,0,7,10,135,4925.0557
899,world,saturday,1,1,10,10,590,1765.3789
9700,socialmedia,saturday,0,13,9,7,2124,4038.8652
1200,business,saturday,0,2,9,10,357,2440.3884
12100,tech,saturday,0,13,10,13,716,2633.4099
5700,business,saturday,0,1,6,11,1230,4498.981
801,world,saturday,0,1,7,9,499,2028.1738
2100,world,saturday,0,13,8,12,394,4154.186
3200,world,saturday,0,1,5,9,138,2643.5195
805,world,saturday,0,1,8,12,228,2936.0461
1400,entertainment,saturday,7,16,6,7,763,2874.2305
1500,entertainment,saturday,14,1,6,9,685,2914.6667
1800,world,saturday,0,1,6,9,323,3560.2693
1200,tech,saturday,0,2,7,12,351,2760.6648
1700,entertainment,saturday,0,1,10,9,394,3689.1445
1400,business,saturday,1,1,6,11,509,2231.7292
2700,tech,sunday,0,0,10,12,263,2579.2639
769,world,sunday,0,1,3,10,170,2780.8076
939,entertainment,sunday,0,14,8,12,582,3334.8447
1300,world,sunday,1,1,7,9,270,2173.207
1700,lifestyle,sunday,1,0,5,13,99,2934.0427
12500,socialmedia,sunday,1,10,6,8,1454,3388.2356
1400,socialmedia,sunday,1,1,5,11,168,3169.4622
4800,world,sunday,0,2,10,9,164,3912.1565
863,world,sunday,0,14,9,11,182,6741.1948
1600,world,sunday,3,1,6,11,652,1843.4381
6400,business,sunday,0,1,7,11,922,3551.8362
1200,entertainment,sunday,0,1,5,12,1012,2400.4011
2100,entertainment,sunday,0,16,7,9,572,2338.4419
2300,world,sunday,1,2,7,9,350,3236.678
923,world,sunday,10,1,8,10,1146,4480.0278
3000,business,sunday,2,5,10,13,1001,3070.1958
1500,entertainment,sunday,2,0,8,10,437,2992.7119
2000,world,sunday,0,10,10,11,394,5414.6309
3600,business,sunday,10,1,10,12,588,3972.8374
2100,tech,sunday,0,2,8,11,116,3259.9741
1900,world,sunday,2,1,6,12,1057,1843.4381
1500,business,monday,0,1,8,10,823,2178.0959
3300,business,monday,0,1,7,12,462,3371.833
6300,business,monday,0,2,9,10,503,2143.1309
1700,world,monday,0,0,9,8,520,2036.4386
2400,business,monday,0,1,5,9,162,3534.2019
1300,tech,monday,0,0,10,9,0,2863.114
1700,business,monday,0,1,6,10,493,3162.8237
4200,entertainment,monday,1,1,7,9,410,4180.2241
7700,business,monday,1,0,10,12,271,9454.3955
1000,business,monday,0,1,5,7,477,3120.8296
5300,tech,monday,0,2,10,10,181,3997.6321
7500,world,monday,1,10,9,9,184,4150.9316
3100,world,monday,0,0,10,10,225,3202.3279
848,world,monday,0,2,9,11,1397,1620.6869
4900,tech,monday,1,13,9,8,1135,2813.6677
759,business,monday,1,1,8,10,303,2584.3245
2100,business,monday,0,3,6,10,854,3075.2639
1000,world,monday,3,1,6,13,1014,1805.3136
776,entertainment,monday,2,1,6,15,401,2417.3264
1500,world,monday,2,1,5,11,385,2846.2192
766,lifestyle,monday,0,1,5,9,527,4236.9971
1500,tech,monday,0,3,7,8,274,2351.3525
1400,world,monday,0,22,8,15,680,2837.2712
6500,world,monday,0,1,7,11,520,2566.9954
4200,business,monday,0,5,10,11,728,3067.8503
4600,socialmedia,monday,0,2,8,6,360,2951.083
1400,world,monday,1,1,9,15,157,5494.0728
14900,business,monday,1,0,7,14,283,2926.4521
919,entertainment,monday,1,3,6,10,655,1845.3337
1600,world,monday,0,1,6,9,1116,2012.712
1500,tech,monday,0,1,7,10,202,2343.075
1500,world,monday,0,1,6,12,255,2649.9492
869,business,monday,0,1,6,11,406,2403.1997
949,entertainment,monday,0,0,8,14,88,3139.8796
4800,socialmedia,monday,0,1,4,11,176,4693.9712
5200,world,monday,1,6,8,11,138,4645.5908
21700,entertainment,monday,1,30,5,12,841,2054.1423
1600,world,monday,0,12,10,11,248,6298.3911
3000,tech,monday,0,1,10,13,515,3246.8525
961,business,monday,0,1,6,7,180,3439.8372
2200,business,tuesday,21,6,6,10,875,4094.3901
4700,business,tuesday,0,2,7,10,734,3103.5999
1300,tech,tuesday,0,1,5,9,182,2427.061
1800,tech,tuesday,0,1,10,13,332,2740.4944
817,business,tuesday,0,1,7,14,584,3415.9165
731,world,tuesday,1,0,9,8,335,1601.7965
2100,business,tuesday,0,1,8,11,207,3016.0205
1000,business,tuesday,0,1,6,13,901,2819.6116
2100,world,tuesday,4,12,7,8,1169,2918.1587
777,business,tuesday,0,1,6,10,500,1987.7703
1900,business,tuesday,1,1,4,10,278,3771.0308
5600,business,tuesday,1,0,8,11,219,3023.7683
752,world,tuesday,9,10,8,13,493,4414.9575
3100,tech,tuesday,7,1,8,10,696,1896.6587
2000,world,tuesday,1,3,9,13,319,3028.9968
888,entertainment,tuesday,0,1,10,10,179,1817.9402
5700,entertainment,tuesday,0,10,10,13,190,4847.6196
1200,business,tuesday,0,1,6,9,237,2064.1633
16100,world,tuesday,0,30,9,10,0,2989.1484
2600,socialmedia,tuesday,0,1,7,7,759,4066.9661
830,tech,tuesday,0,1,10,13,1367,2678.9832
10100,world,tuesday,1,11,9,12,1668,2521.8574
2400,world,tuesday,0,1,5,9,342,2375.5864
823,business,tuesday,0,1,4,10,791,2869.5786
1100,world,tuesday,0,1,7,11,760,2229.1064
1600,world,tuesday,0,30,8,12,0,1980.7043
837,world,tuesday,0,1,8,8,351,2320.7803
88500,tech,tuesday,0,11,10,9,984,3687.8674
2100,business,tuesday,0,1,4,12,517,4784.4292
2200,tech,tuesday,0,1,7,12,154,2856.9358
2300,tech,tuesday,0,1,5,5,214,2525.3062
881,business,tuesday,0,14,9,11,544,2343.9336
615,world,tuesday,21,0,8,6,351,3763.1594
8400,world,tuesday,1,11,10,9,236,3462.6133
1800,business,tuesday,0,1,8,13,190,3358.1575
1600,world,tuesday,0,4,3,11,321,5146.3662
8800,entertainment,tuesday,0,54,4,11,1507,5867.3315
1400,world,tuesday,0,2,9,7,990,5455.4429
2200,world,tuesday,1,10,9,12,366,5477.689
1600,socialmedia,tuesday,0,2,7,9,283,2812.7334
4300,tech,tuesday,0,0,10,14,0,2877.1897
871,world,tuesday,0,18,8,12,223,5427.0596
4700,socialmedia,tuesday,1,1,4,9,503,3808.3259
579,world,tuesday,0,1,7,10,273,2186.9419
1100,world,tuesday,0,1,6,11,401,2553.8674
11200,tech,tuesday,0,14,9,11,975,2766.2773
4900,tech,tuesday,1,1,8,9,346,2456.356
25500,world,tuesday,1,16,6,12,296,4625.4302
829,world,tuesday,1,10,9,12,353,3297.8909
864,tech,tuesday,0,2,9,8,306,2956.3665
1900,tech,tuesday,0,3,6,11,644,2234.2607
2000,tech,tuesday,1,1,6,8,242,2279.1807
964,entertainment,tuesday,0,16,4,11,634,5867.3315
1900,lifestyle,tuesday,4,1,9,8,440,3701.4258
924,tech,tuesday,0,2,9,12,885,2358.4565
597,entertainment,tuesday,1,1,10,14,659,2510.8484
823,world,tuesday,1,10,10,11,223,3829.9761
3300,business,tuesday,0,2,5,11,257,3634.6714
1100,world,tuesday,0,1,6,13,1112,1684.03
918,business,tuesday,0,0,10,15,166,2076.3708
4300,world,tuesday,1,21,8,10,262,4807.2896
2800,business,tuesday,1,0,5,12,222,3658.8086
2900,business,tuesday,0,1,6,12,265,3448.9263
13400,world,tuesday,11,2,7,10,550,4765.502
2000,tech,tuesday,0,2,7,9,137,2988.6179
835,world,tuesday,4,14,8,12,740,2639.3735
2000,business,wednesday,1,0,5,10,182,3513.7407
615,business,wednesday,0,1,6,7,230,2411.8276
1200,world,wednesday,11,0,9,15,555,4857.5479
687,world,wednesday,0,0,8,9,264,2175.2725
17300,tech,wednesday,1,11,10,12,584,2759.0715
1300,world,wednesday,1,1,6,12,190,4303.5317
10200,world,wednesday,2,11,7,10,311,5437.6973
1800,world,wednesday,1,17,5,9,535,5444.2368
877,world,wednesday,2,0,8,10,116,5073.8999
616,world,wednesday,1,2,7,12,848,1633.4752
2400,business,wednesday,0,2,5,10,159,3040.7893
2900,business,wednesday,2,1,6,9,315,3076.855
856,world,wednesday,0,1,7,11,435,2200.9736
3900,world,wednesday,0,8,10,12,0,4320.4937
1600,tech,wednesday,0,1,8,11,1599,2398.7048
1700,world,wednesday,1,30,9,11,850,5035.5068
1300,business,wednesday,0,1,4,6,241,4137.3882
557,entertainment,wednesday,0,2,5,10,328,3819.2554
1000,tech,wednesday,0,1,7,11,298,1476.0773
3100,entertainment,wednesday,1,9,9,14,200,4223.8682
9600,world,wednesday,0,7,10,10,199,6535.0811
1100,tech,wednesday,0,0,8,13,109,1682.5765
1100,entertainment,wednesday,20,1,9,12,699,2602.0017
791,entertainment,wednesday,22,9,7,11,1015,2819.2424
1100,entertainment,wednesday,0,1,6,11,260,2878.1707
9900,business,wednesday,0,2,3,13,635,3121.5601
3100,tech,wednesday,0,1,7,11,316,3149.1812
1100,entertainment,wednesday,2,1,4,10,1091,5395.4004
663,entertainment,wednesday,1,1,6,11,220,3599.1123
1100,world,wednesday,1,32,8,8,2704,1993.7682
9400,world,wednesday,0,27,8,12,0,2517.6306
1500,world,wednesday,1,31,8,15,3290,1993.7682
919,business,wednesday,0,1,6,11,188,3166.8572
5900,world,wednesday,1,15,7,12,276,4877.3428
1100,world,wednesday,0,1,6,8,560,2161.1763
963,entertainment,wednesday,0,1,8,11,260,2599.3733
1600,lifestyle,wednesday,0,6,9,7,488,3518.4409
892,business,wednesday,0,1,6,9,302,3143.4358
1100,business,wednesday,0,1,7,9,380,2383.8972
1500,world,wednesday,0,19,9,10,686,2423.9583
889,world,wednesday,0,0,9,9,512,2798.9551
6300,world,wednesday,0,1,8,7,519,3542.8901
12800,world,wednesday,1,12,8,8,264,4126.4575
2500,lifestyle,wednesday,0,2,6,7,697,2492.061
3200,socialmedia,wednesday,0,1,3,8,1194,3762.186
6900,world,wednesday,1,0,7,11,156,3976.1377
1100,world,wednesday,0,1,7,8,568,3233.6672
557,tech,wednesday,0,1,5,8,204,2283.4343
1100,world,wednesday,0,11,7,10,668,4512.6089
829,world,wednesday,0,1,3,7,657,2784.9963
2900,business,wednesday,0,1,4,6,188,2998.8035
810,tech,wednesday,0,2,7,10,372,2789.3738
860,tech,wednesday,0,1,5,12,142,2528.9912
5600,entertainment,wednesday,0,2,10,10,559,3970.5762
736,business,wednesday,0,1,8,9,596,2343.7578
824,tech,wednesday,0,2,7,6,358,2351.3149
464,world,wednesday,0,1,9,11,486,1950.3981
8200,socialmedia,wednesday,19,1,9,9,907,3493.2515
9900,tech,wednesday,0,1,9,7,262,3246.5474
1000,tech,wednesday,0,1,6,13,388,2664.1292
1200,lifestyle,thursday,0,2,6,15,355,3833.1125
894,business,thursday,0,1,6,10,222,3095.0354
747,business,thursday,0,1,5,11,336,2824.0969
1400,world,thursday,1,12,7,12,254,5295.3062
968,world,thursday,0,3,6,11,787,2289.2783
525,entertainment,thursday,0,4,7,12,917,2262.4026
1300,world,thursday,0,1,7,11,877,3302.8589
1000,entertainment,thursday,0,1,7,13,648,2098.813
830,world,thursday,0,1,3,11,723,2785.2231
801,world,thursday,0,6,6,9,370,2471.7195
74300,world,thursday,21,0,7,12,441,4330.9956
23100,world,thursday,0,21,7,13,1050,4848.376
885,world,thursday,0,1,8,8,196,2192.5378
821,business,thursday,0,1,5,8,414,2464.79
1400,business,thursday,0,1,8,8,829,3666.4822
1300,socialmedia,thursday,0,1,5,10,328,2495.1143
6000,business,thursday,0,1,7,12,423,5137.0908
5700,entertainment,thursday,0,12,10,11,317,5098.5356
3300,tech,thursday,0,1,6,14,215,2803.9998
3900,entertainment,thursday,0,1,10,11,226,2945.3289
932,world,thursday,0,1,8,10,359,2815.9993
799,tech,thursday,0,7,10,9,1512,2700.0081
866,entertainment,thursday,1,1,9,14,262,3228.657
3000,entertainment,thursday,1,12,4,8,1617,3371.7896
556,entertainment,thursday,0,1,5,13,465,3052.7078
9900,world,thursday,0,7,10,10,589,4708.2959
961,business,thursday,0,1,4,12,271,2989.323
4300,tech,thursday,4,9,10,9,939,2776.5188
3000,tech,thursday,3,1,10,12,985,2683.1799
1400,world,thursday,1,34,8,10,340,4660.7095
1300,business,thursday,0,1,5,12,290,2473.4805
1700,tech,thursday,0,0,8,10,325,3007.4199
955,world,thursday,1,1,5,8,1248,2234.3362
1100,world,thursday,0,3,9,9,1086,2581.231
23700,world,thursday,0,18,10,13,0,3518.1714
6400,world,thursday,1,17,8,10,729,4414.8389
2900,tech,thursday,0,0,9,12,406,2052.4075
832,entertainment,thursday,0,1,8,12,193,2310.8738
1800,world,thursday,0,16,7,10,1183,4191.6836
901,world,thursday,0,3,10,13,411,2207.7056
802,business,thursday,3,0,4,9,325,3533.7095
681,world,thursday,1,1,6,12,728,2188.7
2300,tech,thursday,0,13,9,7,1563,3981.3562
2700,socialmedia,thursday,0,2,7,11,229,3299.8784
2500,socialmedia,thursday,0,0,5,11,344,4167.6787
9200,world,thursday,0,1,6,10,215,3959.9019
1100,tech,thursday,0,2,7,10,163,2573.9446
1700,world,thursday,7,1,10,10,155,4160.0889
1400,world,thursday,1,1,7,10,192,4526.9536
2900,socialmedia,thursday,0,1,7,7,389,3624.9167
809,world,thursday,0,1,10,7,452,2027.7819
954,business,thursday,7,1,9,9,471,4429.4111
1900,socialmedia,thursday,0,3,6,11,381,2879.8132
797,tech,thursday,0,0,9,11,116,2104.3674
1700,world,thursday,0,16,7,9,250,5427.3691
3800,business,thursday,12,1,6,9,510,4235.6772
4200,entertainment,thursday,0,11,10,10,544,4125.0908
1800,tech,thursday,0,2,7,10,169,2080.8752
685,tech,thursday,0,1,7,8,388,2378.1499
1000,tech,thursday,1,0,6,11,211,3419.0161
861,world,thursday,1,1,7,10,442,1888.3478
1100,world,thursday,0,0,6,12,368,2724.1367
1300,socialmedia,thursday,6,1,8,7,846,3286.3318
1400,socialmedia,thursday,4,1,6,10,133,3161.4436
1200,business,thursday,0,4,7,15,2373,2774.3523
4400,tech,friday,2,1,4,9,974,4032.97
10300,tech,friday,1,13,8,5,946,3146.2058
2100,tech,friday,0,1,5,7,213,2478.7546
542,entertainment,friday,2,0,9,9,163,3357.3481
2400,tech,friday,1,1,8,10,1629,2049.9075
998,world,friday,1,23,10,11,466,4793.3955
5000,world,friday,1,7,7,7,545,4628.9551
1600,world,friday,0,0,9,10,400,1677.6273
936,world,friday,1,1,10,13,703,1816.2031
10300,world,friday,1,16,7,11,224,5176.1611
26300,world,friday,1,18,8,10,318,3726.0564
1500,tech,friday,0,2,5,13,293,2532.4507
38600,world,friday,0,10,7,8,195,5538.9888
3300,socialmedia,friday,1,1,6,12,527,13248.864
2100,tech,friday,2,1,7,12,481,2438.5371
5400,tech,friday,0,1,7,8,671,2539.7664
2500,tech,friday,0,2,7,11,186,3711.8333
4600,tech,friday,0,1,7,7,302,2684.0854
1600,world,friday,0,17,9,12,516,4909.5728
1100,world,friday,1,1,10,11,261,1939.9291
5800,entertainment,friday,1,1,9,8,107,3004.8477
1200,entertainment,friday,0,1,6,10,201,2847.7117
3600,world,friday,21,0,10,11,335,4554.98
1200,tech,friday,0,10,7,12,1620,2400.9895
878,business,friday,0,1,5,8,202,2929.4941
934,world,friday,1,20,8,8,285,4516.3809
1300,entertainment,friday,1,7,8,9,680,3902.1226
926,world,friday,0,11,8,7,472,3990.2551
1200,business,friday,0,1,7,10,213,3221.5771
970,world,friday,0,13,10,10,244,6823.4141
974,tech,friday,0,1,8,9,706,3002.5603
1500,tech,friday,0,2,8,11,99,2820.7539
667,business,friday,0,1,8,6,533,2097.8208
1000,entertainment,friday,23,1,8,11,503,2431.4519
3100,world,friday,11,1,7,11,514,4599.8267
847,business,friday,0,0,8,12,113,2750.3674
491,world,friday,1,3,8,9,587,4066.7942
12800,world,friday,1,12,9,14,309,4982.4092
967,world,friday,1,2,6,10,562,2580.1523
1600,world,friday,1,4,7,10,1411,2313.155
6000,lifestyle,friday,0,21,6,8,534,4350.5112
4800,tech,friday,0,1,5,11,223,2834.574
3100,world,friday,3,1,5,12,862,4550.29
1200,socialmedia,friday,0,2,6,9,193,2391.9556
735,world,friday,0,1,5,11,433,2141.939
4700,business,friday,0,4,10,12,1183,3550.1694
2300,tech,friday,1,1,5,11,320,2512.2568
1100,socialmedia,friday,0,1,6,11,1468,2936.1904
2500,socialmedia,friday,4,1,8,11,1185,3394.7903
1600,socialmedia,friday,18,1,9,11,430,3270.9849
601,world,friday,0,0,10,12,121,5388.9038
2500,business,friday,0,2,7,8,259,2927.4722
2800,tech,saturday,0,1,9,9,577,2549.8706
1100,world,saturday,2,0,8,10,116,3217.6667
31500,entertainment,saturday,11,0,7,12,717,4897.9204
1700,socialmedia,saturday,0,2,8,12,533,3201.939
4400,world,saturday,1,10,7,13,233,4056.5872
3600,entertainment,saturday,53,0,10,11,895,3223.6045
2200,entertainment,saturday,2,13,9,9,2540,3120.6599
1800,world,saturday,0,1,7,11,1081,2273.1968
3300,business,saturday,0,1,7,8,1078,3597.0566
1300,entertainment,saturday,1,35,9,11,1096,4195.4482
4900,business,saturday,1,5,5,11,2026,2892.0259
1100,entertainment,saturday,0,16,7,9,877,3236.4553
2300,tech,saturday,1,3,10,9,623,3346.8767
1400,world,saturday,0,2,8,9,1076,2509.5393
1300,tech,saturday,0,1,5,12,629,2623.0791
1300,tech,saturday,1,1,8,11,333,2361.0391
1100,world,saturday,0,1,8,11,701,2298.7065
4400,lifestyle,saturday,3,4,10,10,1460,2948.2163
1600,socialmedia,saturday,13,1,6,14,139,3040.8003
1600,socialmedia,saturday,4,1,5,11,354,2501.6873
1600,world,saturday,0,25,6,13,253,5041.75
2200,business,saturday,0,1,5,12,509,3751.5352
4800,business,sunday,0,13,3,9,936,3461.1201
878,entertainment,sunday,1,5,9,8,694,3098.1702
936,business,sunday,0,2,5,8,661,2678.8032
4600,business,sunday,0,1,7,10,231,3591.0481
2500,entertainment,sunday,1,54,10,10,1247,4107.6323
3900,world,sunday,1,11,6,11,200,5102.5068
4800,business,sunday,0,1,7,9,635,3698.6118
6600,entertainment,sunday,1,1,9,12,241,4587.2896
2000,tech,sunday,1,10,10,9,1122,2105.8337
1000,business,sunday,0,1,6,10,344,2020.0391
4700,socialmedia,sunday,0,2,7,10,506,3499.8723
2900,tech,sunday,0,3,10,10,976,4746.5615
4900,business,sunday,11,0,9,12,741,3710.3022
1200,tech,sunday,0,1,8,9,265,2655.8079
6500,tech,sunday,0,1,7,12,148,2892.8013
978,entertainment,sunday,20,1,3,10,566,3414.9419
736,entertainment,sunday,0,39,7,11,1120,3307.6931
10400,entertainment,sunday,2,0,10,17,562,3429.4561
897,world,sunday,1,12,10,11,274,3889.0837
1300,business,sunday,0,1,9,12,293,1969.3142
6100,world,sunday,9,10,8,10,495,4788.3188
2000,world,sunday,0,1,4,13,258,2648.4575
889,world,sunday,1,13,10,10,326,3788.7783
1400,world,sunday,0,20,8,11,190,5747.708
1800,entertainment,sunday,1,45,9,9,1265,3994.9504
9000,tech,sunday,0,0,9,14,406,2070.0383
1300,business,sunday,0,2,6,12,460,3037.1057
